3811675,1424983229711,44.9751181,-93.2358258,false,0.0,false,0.0,20.0
3815331,1424983233376,44.9751222,-93.2358336,false,0.0,false,0.0,14.142000198364258
3818975,1424983237012,44.9751228,-93.2358431,false,0.0,false,0.0,11.54699993133545
3823935,1424983241979,44.9751181,-93.2358425,false,0.0,false,0.0,10.0
3828955,1424983247002,44.9751196,-93.2358409,false,0.0,false,0.0,10.0
3834095,1424983252139,44.9751568,-93.2358287,false,0.0,false,0.0,10.0
3839084,1424983257130,44.9751861,-93.2358236,false,0.0,false,0.0,10.0
3844093,1424983262137,44.9752355,-93.2358049,false,0.0,false,0.0,10.0
3849113,1424983267159,44.9752647,-93.235793,false,0.0,false,0.0,10.0
3854161,1424983272200,44.975305,-93.2357796,false,0.0,false,0.0,10.0
3859159,1424983277203,44.9753398,-93.2357693,false,0.0,false,0.0,10.0
3864215,1424983282258,44.9753768,-93.2357645,false,0.0,false,0.0,10.0
3869215,1424983287260,44.975407,-93.235762,false,0.0,false,0.0,10.0
3874265,1424983292303,44.9754306,-93.2357514,false,0.0,false,0.0,12.46500015258789
3879286,1424983297329,44.9754761,-93.2357137,false,0.0,false,0.0,12.012999534606934
3884310,1424983302345,44.9754912,-93.2357098,false,0.0,false,0.0,11.789999961853027
3889331,1424983307369,44.9755468,-93.23569,false,0.0,false,0.0,17.930999755859375
3894339,1424983312384,44.9756199,-93.235667,false,0.0,false,0.0,21.527000427246094
3899380,1424983317423,44.9756729,-93.2356562,false,0.0,false,0.0,22.641000747680664
3904384,1424983322427,44.9757135,-93.2356644,false,0.0,false,0.0,20.823999404907227
3909427,1424983327459,44.9757486,-93.235672,false,0.0,false,0.0,21.941999435424805
3914436,1424983332482,44.9757395,-93.235696,false,0.0,false,0.0,23.16900062561035
3919472,1424983337509,44.975695,-93.2356805,false,0.0,false,0.0,24.136999130249023
3928339,1424983346322,44.975683,-93.2356905,false,0.0,false,0.0,25.14299964904785
3931907,1424983349946,44.9756723,-93.2357217,false,0.0,false,0.0,20.613000869750977
3935682,1424983353724,44.9756701,-93.2357303,false,0.0,false,0.0,17.24799919128418
3939584,1424983357626,44.9756664,-93.2357382,false,0.0,false,0.0,15.555000305175781
3944642,1424983362682,44.9756586,-93.2357553,false,0.0,false,0.0,13.809000015258789
3949645,1424983367689,44.9756533,-93.2357616,false,0.0,false,0.0,12.543999671936035
